activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Traer informacion estudiante - banner,114802,7143,Traer informacion estudiante - banner,7143,Fluxicon Disco,Variant 2,2,2016-04-27T15:30:38.000,2016-04-27T15:30:38.000
Radicar Solicitud Homologacion,114802,7143,Radicar Solicitud Homologacion,7143,Fluxicon Disco,Variant 2,2,2016-04-27T15:47:19.000,2016-04-27T15:30:41.000
Validar solicitud,114802,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-04-29T16:26:36.000,2016-04-29T16:09:19.000
Homologacion por grupo de cursos,114802,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-05-03T22:08:28.000,2016-05-03T17:26:27.000
Homologacion por grupo de cursos,114804,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 15,15,2016-04-27T17:05:51.000,2016-04-27T15:16:44.000
Traer informacion estudiante - banner,114804,8147,Traer informacion estudiante - banner,8147,Fluxicon Disco,Variant 15,15,2016-04-27T16:32:07.000,2016-04-27T16:32:07.000
Radicar Solicitud Homologacion,114804,8147,Radicar Solicitud Homologacion,8147,Fluxicon Disco,Variant 15,15,2016-04-27T16:32:16.000,2016-04-27T16:32:09.000
Validar solicitud,114804,19019,Validar solicitud,19019,Fluxicon Disco,Variant 15,15,2016-04-27T16:39:40.000,2016-04-27T16:39:40.000
Validar solicitud,82009,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-03T22:13:51.000,2016-02-03T21:28:42.000
Homologacion por grupo de cursos,82009,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-02-11T18:51:10.000,2016-02-11T16:37:42.000
Traer informacion estudiante - banner,82054,18289,Traer informacion estudiante - banner,18289,Fluxicon Disco,Variant 2,2,2016-02-04T00:15:40.000,2016-02-04T00:15:40.000
Radicar Solicitud Homologacion,82054,18289,Radicar Solicitud Homologacion,18289,Fluxicon Disco,Variant 2,2,2016-02-04T00:15:41.000,2016-02-04T00:15:41.000
Validar solicitud,82054,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-02-04T00:48:23.000,2016-02-04T00:34:06.000
Homologacion por grupo de cursos,82054,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 2,2,2016-02-05T21:50:08.000,2016-02-05T21:17:06.000
Traer informacion estudiante - banner,82101,16695,Traer informacion estudiante - banner,16695,Fluxicon Disco,Variant 2,2,2016-02-04T01:31:58.000,2016-02-04T01:31:58.000
Radicar Solicitud Homologacion,82101,16695,Radicar Solicitud Homologacion,16695,Fluxicon Disco,Variant 2,2,2016-02-04T01:33:00.000,2016-02-04T01:32:03.000
Validar solicitud,82101,659,Validar solicitud,659,Fluxicon Disco,Variant 2,2,2016-02-04T14:05:49.000,2016-02-04T13:57:57.000
Homologacion por grupo de cursos,82101,1422,Homologacion por grupo de cursos,1422,Fluxicon Disco,Variant 2,2,2016-02-05T13:51:10.000,2016-02-05T13:50:37.000
Traer informacion estudiante - banner,82102,528,Traer informacion estudiante - banner,528,Fluxicon Disco,Variant 2,2,2016-02-04T01:55:28.000,2016-02-04T01:55:28.000
Radicar Solicitud Homologacion,82102,528,Radicar Solicitud Homologacion,528,Fluxicon Disco,Variant 2,2,2016-02-04T01:55:29.000,2016-02-04T01:55:29.000
Validar solicitud,82102,716,Validar solicitud,716,Fluxicon Disco,Variant 2,2,2016-02-04T03:46:17.000,2016-02-04T03:18:54.000
Homologacion por grupo de cursos,82102,7394,Homologacion por grupo de cursos,7394,Fluxicon Disco,Variant 2,2,2016-02-09T17:52:30.000,2016-02-09T16:23:47.000
Traer informacion estudiante - banner,82151,6186,Traer informacion estudiante - banner,6186,Fluxicon Disco,Variant 1,1,2016-02-03T23:39:02.000,2016-02-03T23:39:02.000
Radicar Solicitud Homologacion,82151,6186,Radicar Solicitud Homologacion,6186,Fluxicon Disco,Variant 1,1,2016-02-03T23:39:07.000,2016-02-03T23:39:07.000
Cancelar Solicitud,82151,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-02-04T00:45:05.000,2016-02-03T23:55:20.000
Notificacion estudiante cancelacion soli,82151,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-02-12T14:45:53.000,2016-02-12T14:45:53.000
Traer informacion estudiante - banner,82251,8916,Traer informacion estudiante - banner,8916,Fluxicon Disco,Variant 9,9,2016-02-04T04:20:38.000,2016-02-04T04:20:38.000
Radicar Solicitud Homologacion,82251,8916,Radicar Solicitud Homologacion,8916,Fluxicon Disco,Variant 9,9,2016-02-04T04:20:41.000,2016-02-04T04:20:41.000
Validar solicitud,82251,669,Validar solicitud,669,Fluxicon Disco,Variant 9,9,2016-02-04T04:38:22.000,2016-02-04T04:28:26.000
Cancelar Solicitud,82251,8916,Cancelar Solicitud,8916,Fluxicon Disco,Variant 9,9,2016-02-04T05:07:51.000,2016-02-04T04:28:26.000
Notificacion estudiante cancelacion soli,82251,8916,Notificacion estudiante cancelacion soli,8916,Fluxicon Disco,Variant 9,9,2016-02-10T22:25:56.000,2016-02-10T22:25:56.000
Traer informacion estudiante - banner,82301,8186,Traer informacion estudiante - banner,8186,Fluxicon Disco,Variant 43,43,2016-02-04T05:55:23.000,2016-02-04T05:55:23.000
Radicar Solicitud Homologacion,82301,8186,Radicar Solicitud Homologacion,8186,Fluxicon Disco,Variant 43,43,2016-02-04T06:07:46.000,2016-02-04T05:55:26.000
Recepcion de documentos,82301,26789,Recepcion de documentos,26789,Fluxicon Disco,Variant 43,43,2016-02-06T05:33:26.000,2016-02-05T17:25:26.000
Homologacion por grupo de cursos,82301,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 43,43,2016-02-06T05:42:52.000,2016-02-05T17:25:27.000
Validar solicitud,82301,387,Validar solicitud,387,Fluxicon Disco,Variant 43,43,2016-02-05T19:20:17.000,2016-02-05T19:20:17.000
Traer informacion estudiante - banner,82503,8528,Traer informacion estudiante - banner,8528,Fluxicon Disco,Variant 1,1,2016-02-04T12:47:27.000,2016-02-04T12:47:27.000
Radicar Solicitud Homologacion,82503,8528,Radicar Solicitud Homologacion,8528,Fluxicon Disco,Variant 1,1,2016-02-04T12:47:36.000,2016-02-04T12:47:30.000
Cancelar Solicitud,82503,8528,Cancelar Solicitud,8528,Fluxicon Disco,Variant 1,1,2016-02-04T13:06:28.000,2016-02-04T13:06:17.000
Notificacion estudiante cancelacion soli,82503,8528,Notificacion estudiante cancelacion soli,8528,Fluxicon Disco,Variant 1,1,2016-02-04T13:18:12.000,2016-02-04T13:18:12.000
Traer informacion estudiante - banner,82505,8528,Traer informacion estudiante - banner,8528,Fluxicon Disco,Variant 1,1,2016-02-04T13:06:44.000,2016-02-04T13:06:44.000
Radicar Solicitud Homologacion,82505,8528,Radicar Solicitud Homologacion,8528,Fluxicon Disco,Variant 1,1,2016-02-04T13:06:50.000,2016-02-04T13:06:45.000
Cancelar Solicitud,82505,1707,Cancelar Solicitud,1707,Fluxicon Disco,Variant 1,1,2016-02-04T13:56:14.000,2016-02-04T13:12:27.000
Notificacion estudiante cancelacion soli,82505,1707,Notificacion estudiante cancelacion soli,1707,Fluxicon Disco,Variant 1,1,2016-02-11T17:15:32.000,2016-02-11T17:15:32.000
Traer informacion estudiante - banner,82506,2804,Traer informacion estudiante - banner,2804,Fluxicon Disco,Variant 2,2,2016-02-04T13:16:32.000,2016-02-04T13:16:32.000
Radicar Solicitud Homologacion,82506,2804,Radicar Solicitud Homologacion,2804,Fluxicon Disco,Variant 2,2,2016-02-04T13:16:40.000,2016-02-04T13:16:33.000
Validar solicitud,82506,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-02-04T13:40:05.000,2016-02-04T13:24:30.000
Homologacion por grupo de cursos,82506,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-02-08T14:24:31.000,2016-02-08T12:36:31.000
Traer informacion estudiante - banner,82507,8528,Traer informacion estudiante - banner,8528,Fluxicon Disco,Variant 2,2,2016-02-04T13:18:19.000,2016-02-04T13:18:19.000
Radicar Solicitud Homologacion,82507,8528,Radicar Solicitud Homologacion,8528,Fluxicon Disco,Variant 2,2,2016-02-04T13:18:21.000,2016-02-04T13:18:20.000
Validar solicitud,82507,6694,Validar solicitud,6694,Fluxicon Disco,Variant 2,2,2016-02-04T13:29:27.000,2016-02-04T13:19:58.000
Homologacion por grupo de cursos,82507,6990,Homologacion por grupo de cursos,6990,Fluxicon Disco,Variant 2,2,2016-02-05T17:23:54.000,2016-02-05T14:49:44.000
Traer informacion estudiante - banner,82508,8528,Traer informacion estudiante - banner,8528,Fluxicon Disco,Variant 2,2,2016-02-04T13:24:47.000,2016-02-04T13:24:47.000
Radicar Solicitud Homologacion,82508,8528,Radicar Solicitud Homologacion,8528,Fluxicon Disco,Variant 2,2,2016-02-04T13:24:57.000,2016-02-04T13:24:49.000
Validar solicitud,82508,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-04T14:17:00.000,2016-02-04T13:33:34.000
Homologacion por grupo de cursos,82508,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-02-11T19:57:32.000,2016-02-11T17:12:01.000
Traer informacion estudiante - banner,82604,8450,Traer informacion estudiante - banner,8450,Fluxicon Disco,Variant 2,2,2016-02-04T19:15:57.000,2016-02-04T19:15:57.000
Radicar Solicitud Homologacion,82604,8450,Radicar Solicitud Homologacion,8450,Fluxicon Disco,Variant 2,2,2016-02-04T19:16:08.000,2016-02-04T19:16:00.000
Validar solicitud,82604,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-02-04T21:03:47.000,2016-02-04T19:24:12.000
Homologacion por grupo de cursos,82604,18929,Homologacion por grupo de cursos,18929,Fluxicon Disco,Variant 2,2,2016-02-23T19:50:58.000,2016-02-23T11:00:08.000
Traer informacion estudiante - banner,82651,2925,Traer informacion estudiante - banner,2925,Fluxicon Disco,Variant 2,2,2016-02-04T21:01:04.000,2016-02-04T21:01:04.000
Radicar Solicitud Homologacion,82651,2925,Radicar Solicitud Homologacion,2925,Fluxicon Disco,Variant 2,2,2016-02-04T21:01:33.000,2016-02-04T21:01:08.000
Validar solicitud,82651,49,Validar solicitud,49,Fluxicon Disco,Variant 2,2,2016-02-04T21:50:31.000,2016-02-04T21:26:58.000
Homologacion por grupo de cursos,82651,2541,Homologacion por grupo de cursos,2541,Fluxicon Disco,Variant 2,2,2016-02-09T21:01:46.000,2016-02-09T21:00:18.000
Traer informacion estudiante - banner,82652,3421,Traer informacion estudiante - banner,3421,Fluxicon Disco,Variant 2,2,2016-02-04T21:08:03.000,2016-02-04T21:08:03.000
Radicar Solicitud Homologacion,82652,3421,Radicar Solicitud Homologacion,3421,Fluxicon Disco,Variant 2,2,2016-02-04T21:08:21.000,2016-02-04T21:08:04.000
Validar solicitud,82652,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-02-04T21:33:13.000,2016-02-04T21:25:36.000
Homologacion por grupo de cursos,82652,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-02-06T05:31:20.000,2016-02-05T21:02:57.000
Validar solicitud,82655,22475,Validar solicitud,22475,Fluxicon Disco,Variant 16,16,2016-02-04T18:59:50.000,2016-02-04T18:49:43.000
Traer informacion estudiante - banner,82655,2834,Traer informacion estudiante - banner,2834,Fluxicon Disco,Variant 16,16,2016-02-04T21:27:22.000,2016-02-04T21:27:22.000
Radicar Solicitud Homologacion,82655,2834,Radicar Solicitud Homologacion,2834,Fluxicon Disco,Variant 16,16,2016-02-04T21:27:23.000,2016-02-04T21:27:23.000
Homologacion por grupo de cursos,82655,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 16,16,2016-02-05T21:40:13.000,2016-02-05T21:07:02.000
Traer informacion estudiante - banner,82701,26147,Traer informacion estudiante - banner,26147,Fluxicon Disco,Variant 9,9,2016-02-04T23:33:33.000,2016-02-04T23:33:33.000
Radicar Solicitud Homologacion,82701,26147,Radicar Solicitud Homologacion,26147,Fluxicon Disco,Variant 9,9,2016-02-04T23:53:12.000,2016-02-04T23:33:38.000
Validar solicitud,82701,7080,Validar solicitud,7080,Fluxicon Disco,Variant 9,9,2016-02-09T17:07:18.000,2016-02-09T16:34:53.000
Cancelar Solicitud,82701,7080,Cancelar Solicitud,7080,Fluxicon Disco,Variant 9,9,2016-02-09T17:16:56.000,2016-02-09T16:34:54.000
Notificacion estudiante cancelacion soli,82701,7080,Notificacion estudiante cancelacion soli,7080,Fluxicon Disco,Variant 9,9,2016-02-16T20:37:36.000,2016-02-16T20:37:36.000
Traer informacion estudiante - banner,82801,5571,Traer informacion estudiante - banner,5571,Fluxicon Disco,Variant 2,2,2016-02-04T22:29:25.000,2016-02-04T22:29:25.000
Radicar Solicitud Homologacion,82801,5571,Radicar Solicitud Homologacion,5571,Fluxicon Disco,Variant 2,2,2016-02-04T22:30:00.000,2016-02-04T22:29:30.000
Validar solicitud,82801,669,Validar solicitud,669,Fluxicon Disco,Variant 2,2,2016-02-05T01:49:58.000,2016-02-05T01:48:08.000
Homologacion por grupo de cursos,82801,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 2,2,2016-02-05T15:28:11.000,2016-02-05T14:50:43.000
Traer informacion estudiante - banner,82802,9872,Traer informacion estudiante - banner,9872,Fluxicon Disco,Variant 2,2,2016-02-04T22:41:16.000,2016-02-04T22:41:16.000
Radicar Solicitud Homologacion,82802,9872,Radicar Solicitud Homologacion,9872,Fluxicon Disco,Variant 2,2,2016-02-04T22:41:28.000,2016-02-04T22:41:17.000
Validar solicitud,82802,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-04T23:19:35.000,2016-02-04T22:52:53.000
Homologacion por grupo de cursos,82802,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-02-10T18:30:33.000,2016-02-10T15:35:39.000
Traer informacion estudiante - banner,82851,8588,Traer informacion estudiante - banner,8588,Fluxicon Disco,Variant 1,1,2016-02-05T09:18:45.000,2016-02-05T09:18:45.000
Radicar Solicitud Homologacion,82851,8588,Radicar Solicitud Homologacion,8588,Fluxicon Disco,Variant 1,1,2016-02-05T09:54:52.000,2016-02-05T09:18:52.000
Cancelar Solicitud,82851,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-02-11T19:29:29.000,2016-02-11T18:29:29.000
Notificacion estudiante cancelacion soli,82851,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-02-23T12:11:02.000,2016-02-23T12:11:02.000
Homologacion por grupo de cursos,82902,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 15,15,2016-02-05T13:19:56.000,2016-02-05T12:40:37.000
Traer informacion estudiante - banner,82902,6159,Traer informacion estudiante - banner,6159,Fluxicon Disco,Variant 15,15,2016-02-05T15:10:51.000,2016-02-05T15:10:51.000
Radicar Solicitud Homologacion,82902,6159,Radicar Solicitud Homologacion,6159,Fluxicon Disco,Variant 15,15,2016-02-05T15:10:54.000,2016-02-05T15:10:52.000
Validar solicitud,82902,669,Validar solicitud,669,Fluxicon Disco,Variant 15,15,2016-02-05T15:13:41.000,2016-02-05T15:13:41.000
Traer informacion estudiante - banner,82903,8213,Traer informacion estudiante - banner,8213,Fluxicon Disco,Variant 9,9,2016-02-05T17:03:29.000,2016-02-05T17:03:29.000
Radicar Solicitud Homologacion,82903,8213,Radicar Solicitud Homologacion,8213,Fluxicon Disco,Variant 9,9,2016-02-05T17:03:30.000,2016-02-05T17:03:30.000
Validar solicitud,82903,1707,Validar solicitud,1707,Fluxicon Disco,Variant 9,9,2016-02-05T17:53:25.000,2016-02-05T17:21:25.000
Cancelar Solicitud,82903,8213,Cancelar Solicitud,8213,Fluxicon Disco,Variant 9,9,2016-02-05T18:05:25.000,2016-02-05T17:21:25.000
Notificacion estudiante cancelacion soli,82903,8213,Notificacion estudiante cancelacion soli,8213,Fluxicon Disco,Variant 9,9,2016-02-15T12:23:44.000,2016-02-15T12:23:44.000
Traer informacion estudiante - banner,82904,8213,Traer informacion estudiante - banner,8213,Fluxicon Disco,Variant 2,2,2016-02-05T17:13:49.000,2016-02-05T17:13:49.000
Radicar Solicitud Homologacion,82904,8213,Radicar Solicitud Homologacion,8213,Fluxicon Disco,Variant 2,2,2016-02-05T17:13:50.000,2016-02-05T17:13:50.000
Validar solicitud,82904,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-05T17:52:09.000,2016-02-05T17:20:09.000
Homologacion por grupo de cursos,82904,1707,Homologacion por grupo de cursos,1707,Fluxicon Disco,Variant 2,2,2016-02-11T17:21:27.000,2016-02-11T17:08:11.000
Traer informacion estudiante - banner,82906,1910,Traer informacion estudiante - banner,1910,Fluxicon Disco,Variant 25,25,2016-02-05T17:24:25.000,2016-02-05T17:24:25.000
Radicar Solicitud Homologacion,82906,1910,Radicar Solicitud Homologacion,1910,Fluxicon Disco,Variant 25,25,2016-02-05T17:28:26.000,2016-02-05T17:24:26.000
Validar solicitud,82906,387,Validar solicitud,387,Fluxicon Disco,Variant 25,25,2016-02-06T15:09:57.000,2016-02-06T14:25:06.000
Homologacion por grupo de cursos,82906,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 25,25,2016-02-15T23:26:17.000,2016-02-15T19:51:09.000
Recepcion de documentos,82906,19019,Recepcion de documentos,19019,Fluxicon Disco,Variant 25,25,2016-02-15T23:10:17.000,2016-02-15T19:51:09.000
Traer informacion estudiante - banner,82909,12836,Traer informacion estudiante - banner,12836,Fluxicon Disco,Variant 1,1,2016-02-05T22:42:58.000,2016-02-05T22:42:58.000
Radicar Solicitud Homologacion,82909,12836,Radicar Solicitud Homologacion,12836,Fluxicon Disco,Variant 1,1,2016-02-05T22:43:09.000,2016-02-05T22:42:59.000
Cancelar Solicitud,82909,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-02-05T23:10:00.000,2016-02-05T22:53:54.000
Notificacion estudiante cancelacion soli,82909,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-02-10T12:07:32.000,2016-02-10T12:07:32.000
Traer informacion estudiante - banner,82910,12836,Traer informacion estudiante - banner,12836,Fluxicon Disco,Variant 2,2,2016-02-05T22:54:28.000,2016-02-05T22:54:28.000
Radicar Solicitud Homologacion,82910,12836,Radicar Solicitud Homologacion,12836,Fluxicon Disco,Variant 2,2,2016-02-05T22:54:34.000,2016-02-05T22:54:29.000
Validar solicitud,82910,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-05T23:28:11.000,2016-02-05T23:00:11.000
Homologacion por grupo de cursos,82910,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-02-11T19:22:29.000,2016-02-11T17:06:29.000
Traer informacion estudiante - banner,82952,4708,Traer informacion estudiante - banner,4708,Fluxicon Disco,Variant 1,1,2016-02-05T13:52:59.000,2016-02-05T13:52:59.000
Radicar Solicitud Homologacion,82952,4708,Radicar Solicitud Homologacion,4708,Fluxicon Disco,Variant 1,1,2016-02-05T13:53:19.000,2016-02-05T13:53:00.000
Cancelar Solicitud,82952,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-02-05T14:18:58.000,2016-02-05T14:12:11.000
Notificacion estudiante cancelacion soli,82952,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-02-08T12:52:36.000,2016-02-08T12:52:36.000
Traer informacion estudiante - banner,82960,11811,Traer informacion estudiante - banner,11811,Fluxicon Disco,Variant 1,1,2016-02-05T17:30:31.000,2016-02-05T17:30:31.000
Radicar Solicitud Homologacion,82960,11811,Radicar Solicitud Homologacion,11811,Fluxicon Disco,Variant 1,1,2016-02-05T17:30:32.000,2016-02-05T17:30:32.000
Cancelar Solicitud,82960,669,Cancelar Solicitud,669,Fluxicon Disco,Variant 1,1,2016-02-05T17:39:49.000,2016-02-05T17:37:13.000
Notificacion estudiante cancelacion soli,82960,669,Notificacion estudiante cancelacion soli,669,Fluxicon Disco,Variant 1,1,2016-02-05T21:36:38.000,2016-02-05T21:36:38.000
Traer informacion estudiante - banner,83051,10962,Traer informacion estudiante - banner,10962,Fluxicon Disco,Variant 1,1,2016-02-06T01:14:46.000,2016-02-06T01:14:46.000
Radicar Solicitud Homologacion,83051,10962,Radicar Solicitud Homologacion,10962,Fluxicon Disco,Variant 1,1,2016-02-06T01:14:49.000,2016-02-06T01:14:49.000
Cancelar Solicitud,83051,716,Cancelar Solicitud,716,Fluxicon Disco,Variant 1,1,2016-02-06T17:49:21.000,2016-02-06T15:01:21.000
Notificacion estudiante cancelacion soli,83051,716,Notificacion estudiante cancelacion soli,716,Fluxicon Disco,Variant 1,1,2016-03-08T11:51:08.000,2016-03-08T11:51:08.000
